id	sentence	label
1097460646688501761	airtel updated my sim card but didnt see any data 	None
1097483557918990336	airtel ive for long complained amp made it clear that i do not want your useless msgs but uve stubonly refused to comply i did the same with mtn but how come they stopped amp for u say i can stop receiving them to eat up my space thx for that 	None
1097485064898834432	airtel why is my data running so fast even with background fata restricted 	None
1097521533432614914	airtel today i upgraded my line to g but i didnt receive the gb so i decided to call the customer care help linethe first time a lady picked up and told me that its bse my phone doesnt support g the second time a guy picked up and told me that i should wait for hrs 	None
1097530143910883328	airtel hello kindly work on ur customer service at pioneer mall branch instead of attending customers they are busy on their phones 	None
1097733860035571712	airtel u guys have started cheating us of our mbs the way theyre being consumed is uneven 	None
1097753548757127169	airtel this aint my birthdate and the name was wrongly spelt 	None
1097763319291826176	hey we busy doing what we do best showing people the beauty of uganda starting with kidepo valley national park airtel internet is well connected through the true african wilderness 	None
1097776780788879361	dear airtel am still waiting for my gb data a whole u cant promise air joy 	None
1097783178687844353	airtel i am soon giving up 	Negative
1097783316210741249	airtel why does it display g after replacing it with sim card g wow what a waste of time same slow network as before and still g 	None
1097816353816358912	airtel is bae thank you airtel 	Positive
1097823367078572033	airtel is covering the country with g 	None
1097866708092682240	airtel i loaded a days gb before i slept and it was used up when i woke up sleepy 	None
1097879798284599296	airtel allow me to thanks innocent mobile phone technician at pioneer mall service center for the excellent service rendered to me we need people like him in service industry 	None
1097881143007997952	airtel hmmmm the feeling when you buy a data bundle of k mbs and in just mins its done 	None
1097887047879192576	but airtel your gb runs out so fast aisheee 	None
1097934671168655360	airtel the feelings epoch is just like chicken sex with in seconds you have used of your daily data bundle 	None
1097995105296879618	airtel why is it that when a customer seems to afford a given service you guys hyk it smh 	Negative
1098020441434787840	airtel but one can hardly use the bonus cause the internet is so slow then disappointedrelieved 	None
1098057258385268737	airtel airtel internet is so slow in my area i can hardly do anything online one has to look for a unique spot just like those olden days yet am within kampala 	None
1098089619319676930	dear airtel these are the sms i always complain amp they on coming even when i dial amp select ive no time to check on your useless sms i only want to receive sms from people with business ive no business with u except being my service provider only thx 	None
1098091103578976256	airtel it has been resolved i called customer care thanks 	None
1098094758533218304	airtel i will be grateful thx 	Positive
1098122290364145664	airtel how do you explain my line receiving messages of birthday both on my bd and for a guy called faisal 	None
1098157612066136065	airtel the rate at which your data is depleted these days is for world cup 	None
1098158480127680514	airtel freaky friday feels like a week away sob this wednesday gaga is a total joke 	None
1098160738819031040	airtel this is out of the ordinary same usage as before but rate at which the data is depleted is outrageous 	None
1098199188695859205	airtel because of g the gb failed to work that friend bought metried visiting airtel centers but got nothing untill it expired 	None
1098206481562980352	airtel your a big company why would you lie that after registration you get gb and that its free yet they charge shs angry 	None
1098212089326374912	airtel so is that free and have spent a week without getting my gb airtel 	None
1098224144888594434	please airtel take down this advert where u are lieinh to us that when one switches to g gb is given now after days of getting be patient messages in ma dm today one ms christine calls me and tells me it wont be possible dont you think this is fraud of some nature 	None
1098241911326937088	so now airtel tells us the whole country can access g network yet just been in hoima and theres areas which even you struggle to have g does uccofficial follow up on these companies before they advertise smthing to avoid lies oba only mind about political things 	None
1098243993585008640	airtel thanks airtel my wish it could be affordable for the locals looking forward for g now 	None
1098245983727767552	airtel wishing the bonus was not limited to midnight for us who buy monthly bundles confused 	None
1098252448588881920	airtel hey why is it that every time i load airtime i get deducted from my account no 	None
1098263514731479040	airtel now days airtime is increased by shs i moved in two venders down town till i walked into an airtel kiosk 	None
1098292221038739456	thank you airtel its indeed g am in yumbe district and the data connection is awesomewe now waiting for freaky wed 	Positive
1098292807339515911	airtel you guys your airtime is chinese it all gets done as fast as lightning 	None
1098320946430119944	airtel lately airtel internet has been sooooo slow its giving me second thoughts rolleyes 	Negative
1098447422441865216	airtel i upgraded mine to g some two weeks back but that gb was never loaded on to my number after the upgrade 	Negative
1098451375208493056	airtel loaded gb yesterday and i set my data tracker to monitor my data usage since yesterday it shows that i have used mbs 	Negative
1098451748690239488	then here comes airtel telling me i have used of my data of gb equates to mbs 	Negative
1098492476619403265	airtel can you guys explain to me why you blocked my fully registered mobile phone number 	None
1098492746443210752	dear airtel i upgraded my sim card creditcard last week and replaced it with what u call g now u tell me it is not upgraded what do u mean is my number do i need to pay moneybag more money 	None
1098503575506964480	airtel no service again since yesterday my simcard has been off 	None
1098504302061150208	brizzyfizzy airtel waaa even if its free youll be charged obviously for something 	None
1098534607102885888	airtel mine is g but it is poor 	None
1098545690253426688	airtel what happened to the free gb you were giving on upgrade 	Negative
1098558137903267840	airtel hey my number says wrong number when someone calls it can u pliz help my number is 	None
1098589213166104576	airtel slow internet you guys should improve internet speeds when it comes to bonus nothing comes for free from airtel phone slows down and there is nothing you can do until the free data expires 	Negative
1098619280294330369	timvonlumu airtel yea its affecting some clients and problem customer care never forwards these issues to the technical team 	None
1098645650621775873	i think this airtel g thing is true here singing allover with high speed connectivity the whole village has network 	Positive
1098765903657947143	airtel if my contract with t mobile intels unlimited data how come i cant use the internet when im there 	Negative
1098807556712091649	airtel please think about selling speed as opppsed to bundles g at ks does not help much 	Negative
1098826262519447552	airtel what is happening to our freaky friday bundle its shrinking so fast 	Negative
1098845622147444736	airtel we are experiencing dns inconsistency on the ug domains especially for our clients who are using airtel internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old dns records infinityic 	Negative
1098874012007100417	airtel i feel cheated i got gb last week with minutes mutwale eli bu gb bwamwe 	Negative
1098877863502192640	airtel kindly fuck off thank you paul 	None
1098941105951916032	after being tossed up and down by airtel customer care team i decided to go to their head office to have my prepaid line reactivated and to my dissatisfaction i stood for close to an hour before any one offered any meaningful help 	None
1098941114101493760	airtel you need to review your whole customer care department did i even mention the rudeness of some of the guys on your team this is very frustrating to say the least 	None
1099006936668880898	this on airtel g internet so annoying 	Negative
1099011860437839872	dear airtel due to the too much pressure u put on me i decided to do wat u wanted thts upgrading buh in return i had to receive my gb buh its turing to be lyk mwankubilayoits now aweek plz my data warning airtel 	Negative
1099017084355391489	airtel but why have u changed the way freaky friday has been because before we were charged shs and get gb and minutes for days then changed to gb why has is it that today we have been given only gb for days at shs please i prefer at shs gb for days 	Negative
1099020502243393536	data balance mbs me downloads a mb file airtel you have used of your bundle unamused 	Negative
1099039942070681601	airtel could you kindly be consistent 	None
1099060735299117056	airtel didnt get gb on the g upgrade and i paid k for new simcard 	Negative
1099210825330577408	airtel why is it that some authorized airtel outlets are asking for 	None
1099211389258948608	airtel am in kigali and would like to transfer money from my airtel line to my account it has always failed what should i do 	None
1099224763338313728	airtel so if ma simcard is in slot i wont be able to get the datajokers rofl i upgraded my simcard weeks back and thats what youve been telling me 	Negative
1099257597721489408	airtel slow very slow internet this whole freely friday thing is causing problems maybe 	Negative
1099264603337437184	airtel free gb is just marketing stunt better tell us the benefits of g rather than deceiving people of gb amp gb bonus 	Negative
1099277200329707522	airtel my freaky friday bundle not so freaky at all hardly used it and its all gone pensive what happened 	Negative
1099279425693208576	airtel do i really need a subscriber registration form for upgrading my cardswaping it my own card really a simcard replacement form how many times should i register the same card i suppose you have my data already why dont i just walk in to your office with n id 	None
1099293969085812736	excuse me startimesuganda in whos names is this account no registered in activated this airtel no just yesterday pout so why are you stressing me with these damn msgs 	None
1099295384650874884	but airtel your g network appears to have reached karamoja before kampala it actually appears to be suffering from the speeds are extremely erratic to say the least 	None
1099302321111093248	airtel i thought what i said was plain amp easy to understand anyhow your g network speeds are too slow here at and i thought you might want to check it out let me know if you need me to break it further thinking 	Negative
1099370590870343680	for right now im totally bothered by the airtel irresponsibility about my complaint submitted earlier last week on sunday about there shitty slow internet and they promised to call but didnt till now im suffering slow internet and they still promise me calls last ref day 	Negative
1099376894175260672	so airtel are you trying to mean i will never get any loan you can come for yr simcard if so 	None
1099378299661357059	airtel oooh thats cool thank you 	None
1099392976709697537	today i decided to pay ott and also use airtel data things refused to connect until i used vpn and ott at once expressionless airtel is this your g network 	Negative
1099470473698725888	airtel imagine i even had to get another vpn i now have two on my n disappointedrelieved 	None
1099597380264046592	airtel my only barrier as of now is the fact that i cant access a large volume bundle that i can consume in hrs gb isnt even half of an hd movie 	Negative
1099598037188530176	airtel what do you mean u have delivered when rubirizi district has no airtel network at all and most people use africel 	None
1099621213209538567	airtel why is the network in kireka around the kabakas palace so bogus we are living like animals please do something about it 	None
1099653753823731712	airtel mobile internet is shit am in kampala on g and its shit 	Negative
1099654276434092032	rognvaldr airtel wtf im seriously enjoying g from as far as manafwa 	Positive
1099656679011041280	airtel hey my friends mobile money account has been locked any assistance 	None
1099680450157690881	airtel i doubt if there is g that side yet my grand fort portal is crying 	None
1099680968183549952	airtel g is a lie the game is just buffering and buffering mdairtelug 	None
1099713642688331777	airtel but how can speed of less than mbps download mbps to be exact be g speed beyond disappointing 	Negative
1099729388139102208	airtel if this is the g internet u said then do something disappointed internet is damn slow tiredface 	Negative
1099731765420310533	airtel how now days internet connection fails to stream utube and it wasnt like that b dont tell me to upgrade coz i already did so 	Negative
1099739128298725380	airtel i have airtime but i cant pay ott bse i dont have money on airtel money just pissed 	None
1099746745473531905	i remember i called airtel customer care service when it was still i was around years old so the lady who picked was like gwe kaana kato lwaaki ozanyira ku simu nkulabila wano ku byuuma byange i also asked her kale nyabo nyambadde ki joy 	None
1099748223542087683	chigatoxin airtel but is this g for real coz to me its as slow as g 	Negative
1099763312798117890	airtel im having tenuous data experiencehelp 	Negative
1099766766979465218	airtel airtel having g thinking thats a myth at my hostel all airtel users whatsapp from the balcon jus so to access g 	Negative
1099773092719677440	airtel please stop this g joke i live in kungu a stone throw away m kla and theres no g who is fooling who 	Negative
